word	zh	image	icon
login	登录	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/MediaWiki-Login-link.png/250px-MediaWiki-Login-link.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1828/1828457.png
logos	标志	https://upload.wikimedia.org/wikipedia/commons/d/d9/AnimatedOrbitOf58534Logos.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts4.mm.bing.net/th?id=OIP._iKSwzfyLUgdNMvkW8jJOQAAAA&pid=15.1
logs	日志		https://images.icon-icons.com/2313/PNG/96/log_wood_outdoors_nature_ecology_icon_141987.png
long	长	https://upload.wikimedia.org/wikipedia/commons/e/ed/Long_Beach_John_Doe_1978_body2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/12684/12684236.png
longer	更长	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/No_longer_disused%5E_-_geograph.org.uk_-_1383858.jpg/250px-No_longer_disused%5E_-_geograph.org.uk_-_1383858.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.duZNlwNgSOJ8b3PNHXHIcgAAAA&pid=15.1
look	查看	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Julien_Bryan_-_Look_-_64497_%28crop%29.jpg/250px-Julien_Bryan_-_Look_-_64497_%28crop%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2643/2643516.png
looks	看起来	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/The_young_Moslem_looks_at_life_%281937%29.jpg/250px-The_young_Moslem_looks_at_life_%281937%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2303/2303845.png
lookups	查找	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/OpenSCAD_Lookup_Function.png/250px-OpenSCAD_Lookup_Function.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.FpMrvNtw29OVl_HEmiHFZAAAAA&pid=15.1
loop	循环	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/Blood_loop_knot.png/120px-Blood_loop_knot.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9637/9637234.png
loops	循环	https://upload.wikimedia.org/wikipedia/commons/e/e1/Langton_Loops_after_replication.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/9637/9637234.png
losing	丢失	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Losing_the_battle_-_geograph.org.uk_-_722341.jpg/250px-Losing_the_battle_-_geograph.org.uk_-_722341.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.3-Mz5VdzCn_qg8Tz5nDekQAAAA&pid=15.1
loss	损失	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Is_this_loss%3F.png/250px-Is_this_loss%3F.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/748/748226.png
lost	丢失	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Lost_best_italian_act_%40_Ema_mtv_2009.jpg/250px-Lost_best_italian_act_%40_Ema_mtv_2009.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://icons.iconarchive.com/icons/firstline1/tv-show-mega-pack-1/128/Lost-5-icon.png
loud	响	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/Rihanna%2C_LOUD_Tour%2C_Minneapolis_cropped-2.jpg/250px-Rihanna%2C_LOUD_Tour%2C_Minneapolis_cropped-2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.3AdIDlexJIR154MdVlI8kAAAAA&pid=15.1
low	低	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Low_self_portrait.jpg/250px-Low_self_portrait.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2163/2163263.png
lower	更低	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Lower_Silesia_%28logo%29_03.png/250px-Lower_Silesia_%28logo%29_03.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://icons.iconarchive.com/icons/custom-icon-design/flat-cute-arrows/128/Arrow-Lower-Left-1-icon.png
loyalty	忠诚	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Loyalty_Islands_eq2011PAGER.png/250px-Loyalty_Islands_eq2011PAGER.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/12472/12472572.png
machine	机器	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Cash_machine_outside_Peebles_Post_Office_-_geograph.org.uk_-_595795.jpg/250px-Cash_machine_outside_Peebles_Post_Office_-_geograph.org.uk_-_595795.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/416/416209.png
machines	机器	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/Stamp_machines%2C_Lambley_-_geograph.org.uk_-_1014428.jpg/250px-Stamp_machines%2C_Lambley_-_geograph.org.uk_-_1014428.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.TXvBcswMgF8WYmsm4m6VeAAAAA&pid=15.1
macros	宏	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Macros_3.jpg/250px-Macros_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.jZFSMkyDYliuB017Vy-4CAAAAA&pid=15.1
mail	邮件	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Mailboxes.jpg/250px-Mailboxes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://icons.iconarchive.com/icons/iynque/ios7-style/128/Mail-icon.png
main	主	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Main_Street%2C_Dunlop.jpg/250px-Main_Street%2C_Dunlop.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/11246/11246091.png
maintain	维护	https://upload.wikimedia.org/wikipedia/commons/e/eb/325_Aircraft_Maintenance_Sq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://images.icon-icons.com/4300/PNG/96/management_repair_upkeep_maintenance_maintaines_service_icon_266957.png
maintainers	维护者		https://ts3.mm.bing.net/th?id=OIP.5OGmfgS9lH-GFfeX8IZ1sQAAAA&pid=15.1
maintenance	维护	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Streetlamp_Maintenance_-_geograph.org.uk_-_231087.jpg/250px-Streetlamp_Maintenance_-_geograph.org.uk_-_231087.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9760/9760009.png
major	主要	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/John_Major_1996.jpg/250px-John_Major_1996.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.mINeXgliUrCIjglgHihKJgAAAA&pid=15.1
majors	专业	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Jonathan_Majors_on_ColliderVideo%2C_September_2018.png/250px-Jonathan_Majors_on_ColliderVideo%2C_September_2018.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.h7Pfjb3RtbvI8fffoA3KugAAAA&pid=15.1
make	使	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/Make_-_up.jpg/250px-Make_-_up.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.fnr17HDr_g4KnBGzGAAT9wAAAA&pid=15.1
makefile	Makefile	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Makefile-graph.png/250px-Makefile-graph.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.o0iQelYpejyKSZ_ZGoUnTAAAAA&pid=15.1
maker	制造者	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Maker_War_Memorial_-_geograph.org.uk_-_1609072.jpg/250px-Maker_War_Memorial_-_geograph.org.uk_-_1609072.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIF.PpkMS4oJN2qlQi0pj7SmQA&pid=15.1
makers	制造者	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Button_Makers%27.jpg/250px-Button_Makers%27.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.fnr17HDr_g4KnBGzGAAT9wAAAA&pid=15.1
makes	使	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/Matt-makes-games-logo.png/250px-Matt-makes-games-logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.X5YWVbILYnzTtsleyBILnAAAAA&pid=15.1
manage	管理	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/The_IT-PCM_Project_Complexity_Management_framework.png/250px-The_IT-PCM_Project_Complexity_Management_framework.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.G2yxrlo1crihlW5GoSlIhwAAAA&pid=15.1
management	管理	https://upload.wikimedia.org/wikipedia/commons/5/53/Work-Management-Cycle.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/10691/10691841.png
manager	经理		https://cdn-icons-png.flaticon.com/128/2503/2503707.png
managers	经理	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/Tishabay_Mirzayev.jpg/120px-Tishabay_Mirzayev.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.PG06l-h3E91hgu233QcL8AAAAA&pid=15.1
manual	手动	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/004_AWB_illustrations_for_AWB_manual.png/250px-004_AWB_illustrations_for_AWB_manual.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/5623/5623395.png
manuals	手册	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/004_AWB_illustrations_for_AWB_manual.png/250px-004_AWB_illustrations_for_AWB_manual.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1156/1156440.png
manufacturing	制造	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Cleveland_msa_manufacturing_employment.png/250px-Cleveland_msa_manufacturing_employment.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2051/2051425.png
many	许多	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/LAMap-doton-Many.png/250px-LAMap-doton-Many.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/33/33887.png
map	地图	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Tyrifjorden_map_Ut%C3%B8ya_highlight.png/250px-Tyrifjorden_map_Ut%C3%B8ya_highlight.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/854/854878.png
maps	地图	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Locator_maps_Pskow.png/250px-Locator_maps_Pskow.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/854/854878.png
margins	利润	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Introducing_horse_margins_-_geograph.org.uk_-_1438126.jpg/120px-Introducing_horse_margins_-_geograph.org.uk_-_1438126.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1834/1834092.png
mark	标记	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Mark_Church_tower_-_geograph.org.uk_-_239648.jpg/250px-Mark_Church_tower_-_geograph.org.uk_-_239648.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/5290/5290058.png
markdown	Markdown	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Markdown_Sanya.png/250px-Markdown_Sanya.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.BtvVIcTR3TppYi-lArxHZAAAAA&pid=15.1
marketing	营销		https://cdn-icons-png.flaticon.com/128/5863/5863304.png
marketplace	市场	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/Bridgnorth%2C_Marketplace_-_geograph.org.uk_-_11188.jpg/250px-Bridgnorth%2C_Marketplace_-_geograph.org.uk_-_11188.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/8890/8890086.png
markets	市场	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/Newport%2C_Markets_building_entrance_-_geograph.org.uk_-_2286601.jpg/250px-Newport%2C_Markets_building_entrance_-_geograph.org.uk_-_2286601.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.q3sDAMPbMjep2dLfcQYPkAAAAA&pid=15.1
marks	标记	https://upload.wikimedia.org/wikipedia/commons/0/0d/Coat_of_Arms_of_Marks_%28Saratov_oblast%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://icons.iconarchive.com/icons/microsoft/fluentui-emoji-flat/128/Check-Mark-Button-Flat-icon.png
markup	标记	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Wiki_markup_quick_reference_%28teaser%29.png/250px-Wiki_markup_quick_reference_%28teaser%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/15549/15549032.png
masters	硕士	https://upload.wikimedia.org/wikipedia/commons/b/b3/2014_German_Masters_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/18253/18253795.png
match	匹配	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Locomotive_safety_matches_label.jpg/250px-Locomotive_safety_matches_label.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/208/208364.png
matched	已匹配	https://upload.wikimedia.org/wikipedia/commons/9/92/Diplomacy_equally_matched_attack.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts1.mm.bing.net/th?id=OIP.pn_7ydpkkp1pm-eMQXWPeAAAAA&pid=15.1
matches	匹配	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/World_Chess_Championship_1858-59_Paul_Morphy_Matches_a.jpg/250px-World_Chess_Championship_1858-59_Paul_Morphy_Matches_a.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://images.icon-icons.com/37/PNG/96/matches_4381.png
materials	材料	https://upload.wikimedia.org/wikipedia/commons/4/4c/Materials_science_tetrahedron%3Bstructure%2C_processing%2C_performance%2C_and_proprerties.EO.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/5605/5605988.png
matter	要紧	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Th%C3%A9r%C3%A8se_Matter_c1940.PNG/250px-Th%C3%A9r%C3%A8se_Matter_c1940.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/6813/6813664.png
matters	事项	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/Media_Matters_for_America_Images-2.jpg/250px-Media_Matters_for_America_Images-2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.9Khn9_wQcqVAX-qQV4FaywAAAA&pid=15.1
matures	成熟	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/Plusieurs_sabots_de_v%C3%A9nus_matures_%284795757328%29.jpg/250px-Plusieurs_sabots_de_v%C3%A9nus_matures_%284795757328%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/437/437581.png
maximize	最大化	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/Maximizer.jpg/250px-Maximizer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3550/3550560.png
may	可以	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Vines_in_May_-_geograph.org.uk_-_173782.jpg/250px-Vines_in_May_-_geograph.org.uk_-_173782.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/5783/5783172.png
me	我		
meals	餐	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/Meals_Header.png/250px-Meals_Header.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/6951/6951865.png
mean	意味	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Mean_Moor_Ditch_-_geograph.org.uk_-_404794.jpg/250px-Mean_Moor_Ditch_-_geograph.org.uk_-_404794.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.IvWpruGeGnB1TAFNIqlk8AAAAA&pid=15.1
meaning	含义	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/Geometric_meaning_of_prime1.jpg/250px-Geometric_meaning_of_prime1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.RdgeaJ8iBkfPxek8F7HMBwAAAA&pid=15.1
meaningful	有意义	https://upload.wikimedia.org/wikipedia/commons/5/55/Force_Dynamics_Shifting_Antagonist.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn2.iconfinder.com/data/icons/miscellaneous-438-solid/128/meaningful_essential_relevant_planting-trees_botany_flora_planting_trees_together-512.png
means	意味着	https://upload.wikimedia.org/wikipedia/commons/7/70/Nell_L._Means_Los_Alamos_ID.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts1.mm.bing.net/th?id=OIP.TBpSYzW-Snc4zMqxYTG6FAAAAA&pid=15.1
measurable	可衡量	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/Measure_illustration.png/250px-Measure_illustration.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/10074/10074922.png
measure	测量		https://cdn-icons-png.flaticon.com/128/335/335648.png
measured	已测量	https://upload.wikimedia.org/wikipedia/commons/9/97/Web_Analytics_and_Measurement-analysis.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://www.iconninja.com/files/940/609/256/measure-scale-ruler-measurements-icon.png
measurement	测量	https://upload.wikimedia.org/wikipedia/commons/9/97/Web_Analytics_and_Measurement-analysis.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/9759/9759856.png
measures	措施	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/Britannica_Weights_and_Measures%2C_Gallon.jpg/250px-Britannica_Weights_and_Measures%2C_Gallon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9759/9759856.png
media	媒体	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/SEPTA_Media-Elwyn_icon.png/250px-SEPTA_Media-Elwyn_icon.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.Tme9V_fDdbjhffludIIfUgAAAA&pid=15.1
mediate	调解	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/Rocco_mediate_2016.jpg/250px-Rocco_mediate_2016.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.VqAuSHzCgF058m2eZunk6QAAAA&pid=15.1
meet	满足	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/Never_the_Twain_Shall_Meet_%281925%29_-_4.jpg/120px-Never_the_Twain_Shall_Meet_%281925%29_-_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.2slkanvyeqAX4VyPJ4WxGQAAAA&pid=15.1
meeting	会议	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Meeting_%282%29.jpg/250px-Meeting_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/800/800687.png
meetings	会议	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Meeting.jpg/250px-Meeting.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/800/800687.png
meetups	聚会	https://upload.wikimedia.org/wikipedia/commons/e/eb/Dean%27s_message_to_meetups_deantv.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts4.mm.bing.net/th?id=OIP.ZKL4viV4Mx4rIfTbiE7f0QAAAA&pid=15.1
memory	内存	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/Memory_1913_pg_48.png/250px-Memory_1913_pg_48.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2219/2219225.png
mentoring	指导		https://cdn-icons-png.flaticon.com/128/10183/10183103.png
mentors	导师	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/MNMap-doton-Mentor.png/250px-MNMap-doton-Mentor.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/571/571824.png
merge	合并	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Merge-sort-example-300px.gif/250px-Merge-sort-example-300px.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/8345/8345161.png
