word	zh	image	icon
concrete	具体	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/Bloczek_betonowy.jpg/250px-Bloczek_betonowy.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/12204/12204696.png
concurrency	并发	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/GA_green_route_concurrency.png/250px-GA_green_route_concurrency.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.n31jsOhw49pi3KqtjZS1zwAAAA&pid=15.1
conduct	进行	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Army-Good-Conduct-Medal-Obv.png/120px-Army-Good-Conduct-Medal-Obv.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3206/3206763.png
conference	会议	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Lenin_at_Tampere.JPG/250px-Lenin_at_Tampere.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/16441/16441756.png
confidence	置信度	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Confidence_Interval_90P.png/250px-Confidence_Interval_90P.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2163/2163349.png
confidential	机密	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/Confidential_Magazine_cover_July_1957.jpg/250px-Confidential_Magazine_cover_July_1957.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3041/3041263.png
config	配置	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Configuration-Excitee.png/250px-Configuration-Excitee.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.SfqGduughD464DCwzsaXdwAAAA&pid=15.1
configs	配置	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/Lagarith_config.png/250px-Lagarith_config.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.SfqGduughD464DCwzsaXdwAAAA&pid=15.1
configure	配置	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Configuration-Excitee.png/250px-Configuration-Excitee.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.SfqGduughD464DCwzsaXdwAAAA&pid=15.1
confirm	确认	https://thumb.wikimedia.org/wikipedia/en/thumb/8/88/Confirmation_in_the_lutheran_church.jpg/250px-Confirmation_in_the_lutheran_church.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1442/1442912.png
confirmation	确认	https://thumb.wikimedia.org/wikipedia/en/thumb/8/88/Confirmation_in_the_lutheran_church.jpg/250px-Confirmation_in_the_lutheran_church.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.w_3ZwOMhFDW4EZAh1ku94QAAAA&pid=15.1
confirmations	确认	https://thumb.wikimedia.org/wikipedia/en/thumb/8/88/Confirmation_in_the_lutheran_church.jpg/250px-Confirmation_in_the_lutheran_church.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4124/4124395.png
confirms	确认	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/Minister_of_Health_of_Peru%2C_%C3%93scar_Ugarte_confirms_the_first_suspected_case_of_swine_flu%2C_2009.jpg/250px-Minister_of_Health_of_Peru%2C_%C3%93scar_Ugarte_confirms_the_first_suspected_case_of_swine_flu%2C_2009.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.IQ_bqdbtQyxilXJELNCfVAAAAA&pid=15.1
conflict	冲突	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/The_Conflict_%281921%29_-_11.jpg/120px-The_Conflict_%281921%29_-_11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.G7JBQHofKV6hPKNEZMrV-wAAAA&pid=15.1
conflicts	冲突	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/ConflictStart.png/250px-ConflictStart.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.G7JBQHofKV6hPKNEZMrV-wAAAA&pid=15.1
confusingly	令人困惑地	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Blacke%27s_hitch_knot.png/120px-Blacke%27s_hitch_knot.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3062/3062575.png
connect	连接	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Connect_Four_costume.jpg/250px-Connect_Four_costume.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/15537/15537971.png
connected	已连接	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/Well-connected_-_geograph.org.uk_-_426664.jpg/250px-Well-connected_-_geograph.org.uk_-_426664.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/15537/15537971.png
connection	连接	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/French_connection_seizure_257.jpg/250px-French_connection_seizure_257.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/5500/5500929.png
connectivity	连通性	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Precuneus_connectivity_new.gif/250px-Precuneus_connectivity_new.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/88/88660.png
connector	连接器	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Connector_DMX512.png/250px-Connector_DMX512.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.Nul9fGIuAQbuIDH7Awh70wAAAA&pid=15.1
consent	同意	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Silence_does_not_equal_consent.gif/250px-Silence_does_not_equal_consent.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4310/4310047.png
considered	被视为	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Animal_and_vegetable_physiology%2C_considered_with_reference_to_natural_theology%2C_by_Peter_Mark_Roget_%281834%29_%2814798888023%29.jpg/120px-Animal_and_vegetable_physiology%2C_considered_with_reference_to_natural_theology%2C_by_Peter_Mark_Roget_%281834%29_%2814798888023%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.pE8Arf9ucxe6Wy0oCF8AVwAAAA&pid=15.1
consistency	一致	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/Concord_Map.jpg/250px-Concord_Map.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4729/4729459.png
consistent	一致	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/Self-Consistent_Double_pole_Characteristic.gif/120px-Self-Consistent_Double_pole_Characteristic.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4729/4729459.png
constrain	约束	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/Polymer_chain_under_force_constrain.png/120px-Polymer_chain_under_force_constrain.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/11445/11445700.png
constraints	约束	https://upload.wikimedia.org/wikipedia/commons/d/d6/Warnings_constraints_WD.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/11445/11445700.png
consumers	消费者	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/The_Kodak_Salesman_%281919%29_%2814597240757%29.jpg/250px-The_Kodak_Salesman_%281919%29_%2814597240757%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.YlntXpNQqE11KbQJFsNikgAAAA&pid=15.1
contact	联系	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/Contact_lens.jpg/250px-Contact_lens.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1034/1034204.png
contacts	联系人	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Contactlenzen_Confortissimo.JPG/250px-Contactlenzen_Confortissimo.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://images.icon-icons.com/328/PNG/96/contacts_blue_35131.png
contain	包含	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/Contain_conduct_Warrant_Officer_Badge.jpg/250px-Contain_conduct_Warrant_Officer_Badge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.BfOCI9ebVuqsQG2dtbgBmwAAAA&pid=15.1
contained	包含	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Contained_brook_-_geograph.org.uk_-_630038.jpg/250px-Contained_brook_-_geograph.org.uk_-_630038.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://icons.iconarchive.com/icons/graphicloads/100-flat-2/128/file-folder-icon.png
container	容器	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Pots_for_sale_in_Kenya.jpg/250px-Pots_for_sale_in_Kenya.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9402/9402282.png
containers	容器	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Pots_for_sale_in_Kenya.jpg/250px-Pots_for_sale_in_Kenya.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9402/9402282.png
content	内容	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/%27Cottage_of_Content_%27at_Carey_-_geograph.org.uk_-_885263.jpg/250px-%27Cottage_of_Content_%27at_Carey_-_geograph.org.uk_-_885263.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9743/9743163.png
contents	内容	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/WP_immune_system_table_of_contents.png/120px-WP_immune_system_table_of_contents.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.99i6Y8loJdEvnoA9GfmEdgAAAA&pid=15.1
contest	竞赛	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Eurovision_Song_Contest_1958_-_Margot_Hielscher.png/250px-Eurovision_Song_Contest_1958_-_Margot_Hielscher.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/12222/12222709.png
context	上下文	https://upload.wikimedia.org/wikipedia/commons/b/b5/Context_menu.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/11651/11651111.png
continuing	持续	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/The_continuing_decline_of_Saxon_Cross_Hotel_10_-_geograph.org.uk_-_1389484.jpg/250px-The_continuing_decline_of_Saxon_Cross_Hotel_10_-_geograph.org.uk_-_1389484.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/14018/14018690.png
continuity	连续性	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Uniform_continuity_animation.gif/250px-Uniform_continuity_animation.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4727/4727293.png
continuous	持续	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Continuous-rod-warhead.png/250px-Continuous-rod-warhead.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.71AwIVzkR_juFqoKb625lwAAAA&pid=15.1
continuously	持续地		https://ts4.mm.bing.net/th?id=OIP.tiSqnVcAiifjtIGdsa4hGgAAAA&pid=15.1
contract	合同	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/Social_contract_rousseau_page.jpg/250px-Social_contract_rousseau_page.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.PPpE5ndAMFDruBz5rRxIJgAAAA&pid=15.1
contracts	合同	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/Dogovor-1323.jpg/250px-Dogovor-1323.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/427/427703.png
contrast	对比度	https://upload.wikimedia.org/wikipedia/commons/9/91/Contrast_high.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/475/475980.png
contribute	贡献	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/Adobe_Contribute_CS4_icon.png/250px-Adobe_Contribute_CS4_icon.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.Efizip4wEIAkbdihVPV49AAAAA&pid=15.1
contributions	贡献	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/M%C3%A9daille_d%27honneur_des_contributions_indirectes.png/120px-M%C3%A9daille_d%27honneur_des_contributions_indirectes.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/5431/5431360.png
contributor	贡献者	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/Martin_Dillon_picture_from_2020.png/120px-Martin_Dillon_picture_from_2020.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/8738/8738669.png
contributors	贡献者	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Widyakarsa_Contributors_%E2%80%93_Fauzan_Noviatmoko.jpg/250px-Widyakarsa_Contributors_%E2%80%93_Fauzan_Noviatmoko.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/8738/8738669.png
