word	zh	image	icon
acceptance	接受	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Press_photographers_during_Hillary_Clinton%27s_acceptance_speech_%2828632362435%29_2.jpg/250px-Press_photographers_during_Hillary_Clinton%27s_acceptance_speech_%2828632362435%29_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2210/2210682.png
access	访问	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Beach_access_-_geograph.org.uk_-_978576.jpg/250px-Beach_access_-_geograph.org.uk_-_978576.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn0.iconfinder.com/data/icons/logos-microsoft-office-365/128/Microsoft_Office-05-128.png
accessibility	无障碍	https://upload.wikimedia.org/wikipedia/commons/b/b7/BBC_News_web_accessibility_demo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/1512/1512642.png
accessible	可访问	https://upload.wikimedia.org/wikipedia/commons/e/e0/Disabled_accessible_%26_baby_changing_site_Icons.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts1.mm.bing.net/th?id=OIP.sjyOcqtfInH8uEv1UOxVzAAAAA&pid=15.1
accidental	意外	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Accidental_Claims_UK_-_High_Street_-_geograph.org.uk_-_1773453.jpg/250px-Accidental_Claims_UK_-_High_Street_-_geograph.org.uk_-_1773453.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4351/4351026.png
according	根据	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Map_of_Europe_according_to_Strabo.jpg/250px-Map_of_Europe_according_to_Strabo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/14114/14114885.png
account	账户	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Page_decoration_from_The_Chaldean_Account_of_Genesis_%281876%29.jpg/250px-Page_decoration_from_The_Chaldean_Account_of_Genesis_%281876%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/7964/7964586.png
accountability	问责	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Ukraine_Accountability_Conference_The_Hague_2022_%2852215447856%29_%28cropped%29.jpg/250px-Ukraine_Accountability_Conference_The_Hague_2022_%2852215447856%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/18516/18516924.png
accounting	会计	https://upload.wikimedia.org/wikipedia/commons/d/dd/Accounting-icon.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/1570/1570998.png
accounts	账户	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Temporary_accounts_edit_notice_on_Test_Wikipedia_screenshot_%28cropped%29.webp/250px-Temporary_accounts_edit_notice_on_Test_Wikipedia_screenshot_%28cropped%29.webp?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1570/1570998.png
accuracy	准确度	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Accuracy_and_precision_example.jpg/60px-Accuracy_and_precision_example.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/13164/13164985.png
accurate	准确		https://ts2.mm.bing.net/th?id=OIP.IDmTHrpUx5hyZ_18CNJA5QAAAA&pid=15.1
acknowledgements	致谢	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Thanks_He.jpg/250px-Thanks_He.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/12058/12058085.png
across	跨	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Across_the_Continent_%281922%29_-_1.jpg/250px-Across_the_Continent_%281922%29_-_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://icons.iconarchive.com/icons/fa-team/fontawesome/128/FontAwesome-Arrow-Down-up-Across-Line-icon.png
act	行动	https://upload.wikimedia.org/wikipedia/commons/e/e9/ACT_Airlines_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts4.mm.bing.net/th?id=OIP.KsJEffrmodp-nGB9twaC-QAAAA&pid=15.1
action	行动	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Action_Hoorn_Ramen_31.jpg/250px-Action_Hoorn_Ramen_31.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/17400/17400542.png
actionable	可执行	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/RecBCD_actionable.png/250px-RecBCD_actionable.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9422/9422935.png
actions	行动	https://upload.wikimedia.org/wikipedia/commons/4/4b/Nuvola_actions_top.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/17400/17400542.png
activation	激活	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/Enzyme_activation_energy.png/250px-Enzyme_activation_energy.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.2x7GKCpSynk7Cgm33LUYawAAAA&pid=15.1
active	活跃	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/Glycolytic_Active_site.png/250px-Glycolytic_Active_site.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3663/3663544.png
activity	活动	https://upload.wikimedia.org/wikipedia/commons/4/4b/Activity_3.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/10210/10210193.png
actually	实际上	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Sharaku_%281794%29_Ichikawa_Ebiz%C5%8D_as_the_itinerant_monk_Ry%C5%8Dzan%2C_actually_Abe_no_Sadat%C5%8D.jpg/120px-Sharaku_%281794%29_Ichikawa_Ebiz%C5%8D_as_the_itinerant_monk_Ry%C5%8Dzan%2C_actually_Abe_no_Sadat%C5%8D.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.IDmTHrpUx5hyZ_18CNJA5QAAAA&pid=15.1
ad	广告		
adapt	适应		https://ts2.mm.bing.net/th?id=OIP.QencQlV-oaNsaQtZqTS8TQAAAA&pid=15.1
adapters	适配器	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/An_image_of_3_Farallon_PhoneNet_AppleTalk_adapters.jpg/250px-An_image_of_3_Farallon_PhoneNet_AppleTalk_adapters.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.XfKezhxbw8o6mWtAWH-AWQAAAA&pid=15.1
adapts	适应	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/Without_adaptive_optics.jpg/250px-Without_adaptive_optics.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.kfZSqB-ZFV4cUlG2A1sFGAAAAA&pid=15.1
add	添加	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Confluence_on_River_Add_-_geograph.org.uk_-_123963.jpg/250px-Confluence_on_River_Add_-_geograph.org.uk_-_123963.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1237/1237946.png
added	已添加	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Smoothing_by_summation_sample.png/40px-Smoothing_by_summation_sample.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/992/992482.png
addresses	地址	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/Luciano_Pavarotti_in_Saint_Petersburg.jpg/250px-Luciano_Pavarotti_in_Saint_Petersburg.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4821/4821951.png
adds	添加	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Confluence_on_River_Add_-_geograph.org.uk_-_123963.jpg/250px-Confluence_on_River_Add_-_geograph.org.uk_-_123963.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.UgCbxNc0DgChT0-M8PUqpwAAAA&pid=15.1
adjust	调整	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/Adjustment_Team_1.jpg/250px-Adjustment_Team_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.CrYJNP-4tmfzwpzFpX1NiwAAAA&pid=15.1
adjustments	调整	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Ratcliffe_Power_Station_-_railway_adjustments_-_geograph.org.uk_-_1608043.jpg/250px-Ratcliffe_Power_Station_-_railway_adjustments_-_geograph.org.uk_-_1608043.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn.icon-icons.com/icons2/2550/PNG/128/adjustments_icon_152711.png
admin	管理	https://upload.wikimedia.org/wikipedia/commons/a/a7/Simple_Wikipedia_admin_mop.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/9322/9322127.png
administrators	管理员	https://upload.wikimedia.org/wikipedia/commons/6/6d/NOAA_Administrators_Award_Medal.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/2082/2082800.png
admins	管理员		https://cdn-icons-png.flaticon.com/128/9977/9977388.png
adoption	采用	https://upload.wikimedia.org/wikipedia/commons/0/0f/Lifetime_adoption.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/19001/19001193.png
ads	广告	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/ADS_logo.png/250px-ADS_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.UgCbxNc0DgChT0-M8PUqpwAAAA&pid=15.1
adult	成人	https://upload.wikimedia.org/wikipedia/commons/4/42/Marcelino_Gavil%C3%A1n_Bofill_%281935%29_La_tuberculosis_cr%C3%B3nica_de_la_laringe_en_el_adulto.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/5238/5238800.png
adults	成人	https://upload.wikimedia.org/wikipedia/commons/4/42/Marcelino_Gavil%C3%A1n_Bofill_%281935%29_La_tuberculosis_cr%C3%B3nica_de_la_laringe_en_el_adulto.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/3787/3787951.png
advance	提前	https://upload.wikimedia.org/wikipedia/commons/2/2a/Advance.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/6671/6671884.png
advanced	高级	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Indian_Institute_of_Advanced_Study_low_resolution.jpg/250px-Indian_Institute_of_Advanced_Study_low_resolution.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/6671/6671884.png
adversaries	对手	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Opponent_color_circle_1917.png/250px-Opponent_color_circle_1917.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.f0OmeBYa3Nf0ezxSoUZtVQAAAA&pid=15.1
advice	建议	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/French-advice-to-lover.gif/250px-French-advice-to-lover.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.AK_s0Inv43_f5Z0Z4tZFIAAAAA&pid=15.1
advise	建议	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/Footpath_flooded%2C_please_advise..._-_geograph.org.uk_-_704591.jpg/250px-Footpath_flooded%2C_please_advise..._-_geograph.org.uk_-_704591.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.AK_s0Inv43_f5Z0Z4tZFIAAAAA&pid=15.1
advisories	公告	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Interim_Ryukyus_Advisory_Council_Members.JPG/250px-Interim_Ryukyus_Advisory_Council_Members.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.0qMdbg-FIeLB2BQvC3XUyAAAAA&pid=15.1
advisory	咨询		https://ts1.mm.bing.net/th?id=OIP.0qMdbg-FIeLB2BQvC3XUyAAAAA&pid=15.1
advocacy	倡导	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/Public_Library_Advocacy_Main.jpg/250px-Public_Library_Advocacy_Main.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/11336/11336405.png
advocate	倡导	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/Sanjay_Jain_%28Senior_Advocate%29.jpg/250px-Sanjay_Jain_%28Senior_Advocate%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4784/4784614.png
affects	影响	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f2/Earth_Atmosphere_affects_Astronomy_Images.png/250px-Earth_Atmosphere_affects_Astronomy_Images.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.qTZW1g1PSMkx8EzdQe4bcgAAAA&pid=15.1
affiliate	联盟	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/President_of_ChEmory_%28Emory%27s_Undergraduate_Affiliate_of_the_American_Chemical_Society%29.jpeg/250px-President_of_ChEmory_%28Emory%27s_Undergraduate_Affiliate_of_the_American_Chemical_Society%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2355/2355757.png
after	之后	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/After_hogarth.JPG/250px-After_hogarth.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.f7qRCsCJRWJuuRc7h3_CuQAAAA&pid=15.1
afterward	之后	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/What_Next%2C_Corporal_Hargrove%3F_%281945%29.png/250px-What_Next%2C_Corporal_Hargrove%3F_%281945%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.uXRWR3-F00fEitgmMKHrCgAAAA&pid=15.1
again	再	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/In_Again_Out_Again_poster.jpg/250px-In_Again_Out_Again_poster.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.hQVc-fzklsKTEn2hAAPScwAAAA&pid=15.1
against	反对	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Cards-Against-Humanity.jpg/250px-Cards-Against-Humanity.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/196/196587.png
age	年龄	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/Age_of_Empires_franchise_logo.png/250px-Age_of_Empires_franchise_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3788/3788610.png
agencies	机构	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/EU_agencies_2010.png/250px-EU_agencies_2010.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.pkM_vT5C1F8JYP3ikwPtEgAAAA&pid=15.1
agendas	议程	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/Archives_de_l%27Op%C3%A9ra._R%C3%A9gie._Agendas_du_chef_d%27orchestre_-_btv1b53050015d_%28257_of_257%29.jpg/40px-Archives_de_l%27Op%C3%A9ra._R%C3%A9gie._Agendas_du_chef_d%27orchestre_-_btv1b53050015d_%28257_of_257%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/6020/6020213.png
ages	年龄	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/Middle_Ages-b.jpg/250px-Middle_Ages-b.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3787/3787837.png
aggregate	汇总	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Aggregate_Plant_-_geograph.org.uk_-_939520.jpg/250px-Aggregate_Plant_-_geograph.org.uk_-_939520.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/12527/12527392.png
aggregates	汇总	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/LECA_-_Aggregates_Granules.jpg/250px-LECA_-_Aggregates_Granules.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.x8JTEsRjmGmE3Ub-mfeQzQAAAA&pid=15.1
aggregation	聚合	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Aggregation-Composition.png/120px-Aggregation-Composition.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9850/9850807.png
aggressively	激进地	https://upload.wikimedia.org/wikipedia/commons/a/a2/Snarl2006.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts2.mm.bing.net/th?id=OIP.-QyOirLQzuyF0m6-TdTBTgAAAA&pid=15.1
agile	敏捷	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/Getting_Started_at_Agile_DC_2013.gif/250px-Getting_Started_at_Agile_DC_2013.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9152/9152123.png
aging	老化	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Winton%2C_aging_kerbstones_in_Murley_Road_-_geograph.org.uk_-_880868.jpg/250px-Winton%2C_aging_kerbstones_in_Murley_Road_-_geograph.org.uk_-_880868.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4853/4853254.png
agree	同意	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Albert_Dekker_in_Gentleman%27s_Agreement_trailer.jpg/250px-Albert_Dekker_in_Gentleman%27s_Agreement_trailer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/14018/14018850.png
agreed	已同意	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Albert_Dekker_in_Gentleman%27s_Agreement_trailer.jpg/250px-Albert_Dekker_in_Gentleman%27s_Agreement_trailer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/10692/10692681.png
agreements	协议		https://cdn-icons-png.flaticon.com/128/8898/8898412.png
agrees	同意	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Albert_Dekker_in_Gentleman%27s_Agreement_trailer.jpg/250px-Albert_Dekker_in_Gentleman%27s_Agreement_trailer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/14018/14018850.png
alert	告警	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Orthographic_projection_centred_over_Alert_Nunavut.png/250px-Orthographic_projection_centred_over_Alert_Nunavut.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/18573/18573445.png
alerts	告警	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/RLX_alerts_202512150100Z.png/250px-RLX_alerts_202512150100Z.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2014/2014825.png
algorithms	算法	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Sorting_quicksort_anim.gif/250px-Sorting_quicksort_anim.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1119/1119005.png
align	对齐	https://upload.wikimedia.org/wikipedia/commons/4/4c/Farm-Fresh_align_below.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://images.icon-icons.com/3510/PNG/96/alignment_align_vertical_file_format_icon_220898.png
aligned	已对齐	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Aligned_Orbits.png/250px-Aligned_Orbits.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn2.iconfinder.com/data/icons/editing-tool-7/64/1_vertical_alignment_align_adjustment_tools-512.png
aligns	对齐	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/A_second_standing_stone_aligns_with_the_first_to_provide_a_near_North_-_South_bearing_-_geograph.org.uk_-_751440.jpg/250px-A_second_standing_stone_aligns_with_the_first_to_provide_a_near_North_-_South_bearing_-_geograph.org.uk_-_751440.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.XAZzlnDBbEKd-cMHkotX9wAAAA&pid=15.1
all	全部	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Acute_leukemia-ALL.jpg/250px-Acute_leukemia-ALL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://icons.veryicon.com/png/128/system/action-configuration-icon/save-all-1.png
allocate	分配	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Heizkostenverteiler.JPG/250px-Heizkostenverteiler.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.cQqNBu8OhWWn8VuaU5xnFAAAAA&pid=15.1
allocation	分配	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Resource_allocation.png/250px-Resource_allocation.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/13728/13728571.png
allow	允许		https://cdn-icons-png.flaticon.com/128/9824/9824531.png
allows	允许	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/Tiepolo_-_Justice_allows_Harmony_to_Triumph%2C_ca_1746%2C_AKG8427887.jpg/250px-Tiepolo_-_Justice_allows_Harmony_to_Triumph%2C_ca_1746%2C_AKG8427887.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.hbv6zjtzXora0ElHu4V5VwAAAA&pid=15.1
