word	zh	image	icon
fall	下降	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/Sneaton_Forest_-_Falling_Foss_water_fall_-_geograph.org.uk_-_5395.jpg/250px-Sneaton_Forest_-_Falling_Foss_water_fall_-_geograph.org.uk_-_5395.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.Lr9ED50UNBm66m7ak05XZAAAAA&pid=15.1
fallback	回退	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Fallback_in_Behavior_tree.png/250px-Fallback_in_Behavior_tree.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.7dQdS2NZ2bMRGvKmy50__gAAAA&pid=15.1
false	假	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/False_Dmitriy_I_and_Marina_Mniszech.jpg/250px-False_Dmitriy_I_and_Marina_Mniszech.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3874/3874068.png
families	家庭	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/A_family_outside_a_house_NLW3364910.jpg/250px-A_family_outside_a_house_NLW3364910.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/547/547501.png
fancy	花哨	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Fancy_Mouse.jpg/250px-Fancy_Mouse.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.a5ornI8C6m-xBtU_3SFaFwAAAA&pid=15.1
fast	快		https://cdn-icons-png.flaticon.com/128/55/55240.png
faster	更快	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Faster_Kirke_Krucifiks.jpg/250px-Faster_Kirke_Krucifiks.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/14230/14230015.png
fatigue	疲劳	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/Crankshaft_fatigue.jpg/250px-Crankshaft_fatigue.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9638/9638524.png
fear	恐惧	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Yakunchikova_Fear.jpg/250px-Yakunchikova_Fear.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/6124/6124740.png
feature	功能	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Radial_engine.gif/250px-Radial_engine.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1085/1085821.png
features	功能	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/Stony_features%5E_-_geograph.org.uk_-_886683.jpg/250px-Stony_features%5E_-_geograph.org.uk_-_886683.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1085/1085821.png
federated	联邦		https://ts4.mm.bing.net/th?id=OIP.-fTJ7FpaM96gNcSxppFAAAAAAA&pid=15.1
feed	信息流	https://upload.wikimedia.org/wikipedia/commons/7/79/Farm-Fresh_feed_add.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/5312/5312571.png
feedback	反馈	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/Simple_Feedback_01.png/250px-Simple_Feedback_01.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1151/1151460.png
feeds	信息流	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/Rama_feeds_Hanuman.jpg/250px-Rama_feeds_Hanuman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/10144/10144720.png
feel	感觉	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/%C5%81ukasz_Ko%C5%BCuch_Feel_22_stycznia_2008_r._049.jpg/120px-%C5%81ukasz_Ko%C5%BCuch_Feel_22_stycznia_2008_r._049.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.zOoUWQ7DZgDfDZAM4A2bSAAAAA&pid=15.1
feelings	感受		https://cdn-icons-png.flaticon.com/128/3285/3285977.png
feels	感觉	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Some_days_I_know_how_she_feels_-_geograph.org.uk_-_1162897.jpg/250px-Some_days_I_know_how_she_feels_-_geograph.org.uk_-_1162897.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.zOoUWQ7DZgDfDZAM4A2bSAAAAA&pid=15.1
fees	费用	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Car_park_fees_-_geograph.org.uk_-_2613078.jpg/120px-Car_park_fees_-_geograph.org.uk_-_2613078.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/6344/6344008.png
felt	感到	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/Felt_head_badge.JPG/250px-Felt_head_badge.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.13e2PUF3zFFNRYjaCbdHyQAAAA&pid=15.1
few	少	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/Mark-few-USD-vs-Gonzaga-feb-18-08.jpg/120px-Mark-few-USD-vs-Gonzaga-feb-18-08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.s-zONNgR3Ut0v_9lg27SrQAAAA&pid=15.1
fewer	更少	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/Edward_Fewer_%26_Co%2C_Englische_Fabrik_in_L%C3%A4gerdorf%2C_1899.jpg/250px-Edward_Fewer_%26_Co%2C_Englische_Fabrik_in_L%C3%A4gerdorf%2C_1899.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.03P7ELdZGv5Z2oifXFWVhAAAAA&pid=15.1
fidelity	保真	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/Fidelity-building-1886-tn1.jpg/250px-Fidelity-building-1886-tn1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.2X49PQoYHDiqm-7O8AE9MAAAAA&pid=15.1
field	字段	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/Arable_Field%2C_south_of_Castle_Hill_Farm_-_geograph.org.uk_-_81290.jpg/250px-Arable_Field%2C_south_of_Castle_Hill_Farm_-_geograph.org.uk_-_81290.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4614/4614470.png
fields	字段	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/Arable_fields_near_North_Dalton_-_geograph.org.uk_-_4964156.jpg/250px-Arable_fields_near_North_Dalton_-_geograph.org.uk_-_4964156.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4614/4614470.png
fieldwork	实地	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/River_fieldwork_in_Garrachra_Glen_-_geograph.org.uk_-_338477.jpg/250px-River_fieldwork_in_Garrachra_Glen_-_geograph.org.uk_-_338477.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.bsFbqq6Lb5K5w-Cw_Af2KwAAAA&pid=15.1
fight	对抗	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/Fight_Club_Soap_-_Omni_Consumer_Products_%288646725933%29.jpg/250px-Fight_Club_Soap_-_Omni_Consumer_Products_%288646725933%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/7231/7231289.png
file	文件	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Illustration_of_types_of_file.png/250px-Illustration_of_types_of_file.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.4sj00GxwHuccl9cQ7o05HwAAAA&pid=15.1
files	文件	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/Files_-_G_Framework.jpg/250px-Files_-_G_Framework.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.W3h7YngirscL_gVxHXxgpAAAAA&pid=15.1
filings	备案	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/A-1_horseshoe-magnet-red-silver-iron-filings-AHD.jpg/250px-A-1_horseshoe-magnet-red-silver-iron-filings-AHD.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/214/214901.png
fill	填补	https://upload.wikimedia.org/wikipedia/commons/e/e1/Peter_Fill_2016.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts2.mm.bing.net/th?id=OIP.5xjWFpwUiyCB1fty1_7qkgAAAA&pid=15.1
filters	过滤	https://upload.wikimedia.org/wikipedia/commons/a/a1/Typische_Konstruktion_eines_Schlauchfilters.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/13100/13100747.png
final	最终	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Final-game-to-Klosterman.jpg/250px-Final-game-to-Klosterman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1715/1715743.png
finance	财务	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/ECO_Finance_Group_logo.png/250px-ECO_Finance_Group_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.BPexavyJlg5m6sukM7z5VwAAAA&pid=15.1
financial	财务	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/Emblem_of_the_State_Committee_for_Financial_Monitoring_of_Ukraine.png/250px-Emblem_of_the_State_Committee_for_Financial_Monitoring_of_Ukraine.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.th60qtBVFjvYJRnMVT7XTAAAAA&pid=15.1
financing	融资	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/267th_Finance_Battalion_COA.png/120px-267th_Finance_Battalion_COA.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.BPexavyJlg5m6sukM7z5VwAAAA&pid=15.1
find	查找	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Findlay_by_find_a_grave.jpg/250px-Findlay_by_find_a_grave.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts3.mm.bing.net/th?id=OIP.yW8N3pGOqdeNLA9o8OIwYQAAAA&pid=15.1
findings	发现		https://ts4.mm.bing.net/th?id=OIP.elwofCV9rWdXkpo2q7f43QAAAA&pid=15.1
finds	查找	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/Lana_Turner_in_Love_Finds_Andy_Hardy_trailer.jpg/250px-Lana_Turner_in_Love_Finds_Andy_Hardy_trailer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.FRmUEn-9pdMlSApsZ5OLLQAAAA&pid=15.1
finish	完成	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/Finish-SprintforSight-Large.jpg/250px-Finish-SprintforSight-Large.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/783/783470.png
finishes	完成	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Austria_1904_25h_Franz_Josef_varnish_bars.jpg/250px-Austria_1904_25h_Franz_Josef_varnish_bars.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/1247/1247940.png
firmly	坚定地	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Law-firm-paul-hastings-janofsky-walker-llp-photo-331155.jpg/250px-Law-firm-paul-hastings-janofsky-walker-llp-photo-331155.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.IBvN1wBahvHnOYdF2YDqnAAAAA&pid=15.1
firmware	固件	https://upload.wikimedia.org/wikipedia/commons/0/05/F.C.E._365_Firmware_Manager.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/18474/18474814.png
first	首先	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/First_camera_phone_picture.gif/250px-First_camera_phone_picture.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts1.mm.bing.net/th?id=OIP.1LIAqzxzd-YIoHhzIHYVWQAAAA&pid=15.1
fit	适合	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/Kwik-Fit%2C_Newmarket_Road_-_geograph.org.uk_-_973886.jpg/250px-Kwik-Fit%2C_Newmarket_Road_-_geograph.org.uk_-_973886.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP._WicW_A2WS1xPYP7EtY3-wAAAA&pid=15.1
fitness	健身	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Fitness-landscape-cartoon.png/250px-Fitness-landscape-cartoon.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP._WicW_A2WS1xPYP7EtY3-wAAAA&pid=15.1
fix	修复	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/Schauraum_Portois-Fix_1906.jpg/250px-Schauraum_Portois-Fix_1906.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4763/4763152.png
fixed	已修复	https://upload.wikimedia.org/wikipedia/commons/5/55/Fixed_sample.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/1614/1614627.png
fixes	修复		https://cdn-icons-png.flaticon.com/128/10063/10063458.png
flag	标记	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/State_flag_of_Kingdom_of_Mankera_and_Dera.jpg/250px-State_flag_of_Kingdom_of_Mankera_and_Dera.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.CDbRciCFrykLJuLyn-fZ8wAAAA&pid=15.1
flags	标记	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/Bournemouth%2C_flags_at_the_Pier_Approach_-_geograph.org.uk_-_2098329.jpg/250px-Bournemouth%2C_flags_at_the_Pier_Approach_-_geograph.org.uk_-_2098329.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4196/4196061.png
fleets	车队	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Stream_by_the_Innkeeper%27s_Lodge%2C_Fleet_-_geograph.org.uk_-_1206438.jpg/250px-Stream_by_the_Innkeeper%27s_Lodge%2C_Fleet_-_geograph.org.uk_-_1206438.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/10794/10794264.png
flight	航班	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/EB1911_-_Flight_-_Fig._6.jpg/250px-EB1911_-_Flight_-_Fig._6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/0/614.png
flood	洪水	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Flood_water_at_Ford_Farm_-_geograph.org.uk_-_129462.jpg/250px-Flood_water_at_Ford_Farm_-_geograph.org.uk_-_129462.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/798/798302.png
floods	洪水	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/All_Saints_in_the_Floods_-_geograph.org.uk_-_107660.jpg/250px-All_Saints_in_the_Floods_-_geograph.org.uk_-_107660.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/3242/3242639.png
flow	流程	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Flow_separation.jpg/250px-Flow_separation.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/10560/10560031.png
flowing	流动	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/Flowing_to_the_pond_-_geograph.org.uk_-_2956943.jpg/250px-Flowing_to_the_pond_-_geograph.org.uk_-_2956943.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4907/4907850.png
flows	流程	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/River_valley_filled_in_by_pyroclastic_flows%2C_Mt._Pinatubo.jpg/250px-River_valley_filled_in_by_pyroclastic_flows%2C_Mt._Pinatubo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2519/2519375.png
fluency	流利	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/AUTH-Math-2013-english-fluency-chart.png/250px-AUTH-Math-2013-english-fluency-chart.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts2.mm.bing.net/th?id=OIP.1wIbeVMuRGKr4BlzFZBh0gAAAA&pid=15.1
focus	专注		https://ts4.mm.bing.net/th?id=OIP.-InQrXeV1Zkm3CIWxRPs0wAAAA&pid=15.1
focused	专注	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/History_of_architecture_0061.jpg/60px-History_of_architecture_0061.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/7202/7202263.png
folders	文件夹	https://upload.wikimedia.org/wikipedia/commons/8/89/Farm-Fresh_folders_explorer.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts2.mm.bing.net/th?id=OIP.QfhwVX7lwjGRdcgrorC7aQAAAA&pid=15.1
follow	遵循	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/GFO_%28Geosat_Follow-On%29_Satellite.jpg/250px-GFO_%28Geosat_Follow-On%29_Satellite.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/783/783369.png
follows	遵循	https://upload.wikimedia.org/wikipedia/commons/a/a5/Jake_Diekman_follows_through.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://cdn-icons-png.flaticon.com/128/17678/17678421.png
food	食物	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/IFirst_Day_of_Ramdan_Food.jpg/250px-IFirst_Day_of_Ramdan_Food.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/4080/4080032.png
footers	页脚	https://upload.wikimedia.org/wikipedia/commons/5/54/Page_footer_1_Shiva_Tandavam.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts1.mm.bing.net/th?id=OIP.X_uBDOEmL-cX-f8SNKJsKgAAAA&pid=15.1
footnotes	脚注	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/Music_note_B.jpg/250px-Music_note_B.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.dOzhJhLMyK4NSmSVPFfdAAAAAA&pid=15.1
for	为		
forbidden	禁止	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/The_Forbidden_City_%281918%29_-_4.jpg/250px-The_Forbidden_City_%281918%29_-_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/2576/2576686.png
force	强迫	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/Waterfall_Scale_Force.jpg/250px-Waterfall_Scale_Force.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/8124/8124464.png
forcing	强迫	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Forcing_pots_Chatsworth_Gardens_-_geograph.org.uk_-_587721.jpg/250px-Forcing_pots_Chatsworth_Gardens_-_geograph.org.uk_-_587721.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://ts4.mm.bing.net/th?id=OIP.hd-kOj2zT6OnCMGD4u1k3AAAAA&pid=15.1
forecast	预报		https://cdn-icons-png.flaticon.com/128/9299/9299874.png
forecasts	预报	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/European_Centre_for_Medium-Range_Weather_Forecasts_membership.png/250px-European_Centre_for_Medium-Range_Weather_Forecasts_membership.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9299/9299874.png
forever	永远	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/Forever_%281921%29_-_2.jpg/250px-Forever_%281921%29_-_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/9250/9250015.png
forgery	伪造	https://upload.wikimedia.org/wikipedia/commons/4/4b/Forgery_Signature_Close_up.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts1.mm.bing.net/th?id=OIP.F4v7hE2ST18f9AqoutKVqQAAAA&pid=15.1
form	表单	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Shape_picutre_used_in_experiment.gif/250px-Shape_picutre_used_in_experiment.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	https://cdn-icons-png.flaticon.com/128/5569/5569751.png
format	格式	https://upload.wikimedia.org/wikipedia/commons/a/ac/Large_format_camera_lens.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts1.mm.bing.net/th?id=OIP.ogtJ9tdsvTeeHKRm4VhhPAAAAA&pid=15.1
formats	格式	https://upload.wikimedia.org/wikipedia/commons/5/5b/Formats_vid%C3%A9os.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	https://ts3.mm.bing.net/th?id=OIP.2dNrjDZCwTMUFPR17NHMhgAAAA&pid=15.1
