word	zh	image
spoofing	伪造	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/ARP_spoofing_Example.png/250px-ARP_spoofing_Example.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
spot	发现	https://upload.wikimedia.org/wikipedia/commons/d/d6/Spot-5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
spots	地点	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/PSM_V01_D166_Solar_spots.jpg/250px-PSM_V01_D166_Solar_spots.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
spread	传播	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/Ice_dancing_spread_eagle_lift.jpg/250px-Ice_dancing_spread_eagle_lift.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
spreads	传播	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/The_Spread_Eagle%2C_Stokesley_-_geograph.org.uk_-_517600.jpg/250px-The_Spread_Eagle%2C_Stokesley_-_geograph.org.uk_-_517600.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
sprint	冲刺	https://upload.wikimedia.org/wikipedia/commons/9/99/Sprint-i-box.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
sprints	冲刺	
sql	SQL	https://upload.wikimedia.org/wikipedia/commons/6/6f/Sql_database_shortcut_icon.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
squash	压缩	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/YellowSquash.jpg/250px-YellowSquash.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
sres	SRE	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Sres_de_Esparza%2C_escudo.png/250px-Sres_de_Esparza%2C_escudo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
sso	SSO	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/SSO_is%C3%A4nn%C3%B6itsij%C3%A4_1915.jpg/250px-SSO_is%C3%A4nn%C3%B6itsij%C3%A4_1915.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stability	稳定	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Ship_stability_3.jpg/250px-Ship_stability_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stabilization	稳定	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/50_Coppers_-_Market_Stabilization_Currency_Bureau_1915_%28pagoda%3B_Temple_of_Heaven%29.jpg/250px-50_Coppers_-_Market_Stabilization_Currency_Bureau_1915_%28pagoda%3B_Temple_of_Heaven%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stable	稳定	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/Stable_block_at_Cefn_Bychan_Farm_-_geograph.org.uk_-_300160.jpg/250px-Stable_block_at_Cefn_Bychan_Farm_-_geograph.org.uk_-_300160.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stack	栈	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/Sea_Stack_-_geograph.org.uk_-_471901.jpg/250px-Sea_Stack_-_geograph.org.uk_-_471901.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stacked	堆叠	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/Stack_Rocks_-_Elugug_Stacks_-_geograph.org.uk_-_7047.jpg/250px-Stack_Rocks_-_Elugug_Stacks_-_geograph.org.uk_-_7047.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stacking	堆叠	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/Stack_Rocks_-_Elugug_Stacks_-_geograph.org.uk_-_7047.jpg/250px-Stack_Rocks_-_Elugug_Stacks_-_geograph.org.uk_-_7047.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stacks	栈	
staff	员工	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/Staff_%28PSF%29.png/250px-Staff_%28PSF%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
staffing	人员	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/Irving_Staffing_Solutions_-_Carlton_St_-_geograph.org.uk_-_2020731.jpg/250px-Irving_Staffing_Solutions_-_Carlton_St_-_geograph.org.uk_-_2020731.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stage	阶段	https://upload.wikimedia.org/wikipedia/commons/d/d2/Cool-aid-festival-stage-maryland.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
stages	阶段	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Three_stages_rhinoceros_beetle.jpg/250px-Three_stages_rhinoceros_beetle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stakeholders	干系人	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/Type_of_stakeholders_wsis_stocktaking.jpg/250px-Type_of_stakeholders_wsis_stocktaking.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stakes	利害	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/North_Stakes_Island_-_geograph.org.uk_-_1263136.jpg/250px-North_Stakes_Island_-_geograph.org.uk_-_1263136.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stale	过期	https://upload.wikimedia.org/wikipedia/commons/f/f6/Stale-rot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
standard	标准	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Lamp_standard_-_geograph.org.uk_-_563996.jpg/250px-Lamp_standard_-_geograph.org.uk_-_563996.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
standardize	标准化	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Standardized_Regression_Coefficients.png/250px-Standardized_Regression_Coefficients.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
standards	标准	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Living_Standards_IR_Clark_Feinstein.jpg/250px-Living_Standards_IR_Clark_Feinstein.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
standup	站会	
start	开始	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Start_Point_light.jpg/250px-Start_Point_light.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
starts	开始	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Forest_starts_here_-_geograph.org.uk_-_1019885.jpg/250px-Forest_starts_here_-_geograph.org.uk_-_1019885.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
state	状态	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Hemoglobin_t-r_state_ani.gif/250px-Hemoglobin_t-r_state_ani.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stateless	无状态	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/Stateless_person%27s_passport_%28Ukraine%29.jpg/250px-Stateless_person%27s_passport_%28Ukraine%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
statements	声明	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Radial_engine.gif/250px-Radial_engine.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
states	状态	https://upload.wikimedia.org/wikipedia/commons/2/2c/United_States_Code_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
static	静态	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/Faa_pitot_static_system.JPG/250px-Faa_pitot_static_system.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
station	站点	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Los_Angeles_Pacific_Santa_Monica_Station.png/250px-Los_Angeles_Pacific_Santa_Monica_Station.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
status	状态	https://upload.wikimedia.org/wikipedia/commons/a/a5/Status_iucn2.3_LC_gl.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
stay	保持	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Stay_Out._-_geograph.org.uk_-_133830.jpg/250px-Stay_Out._-_geograph.org.uk_-_133830.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stays	保持	
steady	稳定	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Captain_and_Steady_-_geograph.org.uk_-_960345.jpg/250px-Captain_and_Steady_-_geograph.org.uk_-_960345.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stealing	窃取	https://upload.wikimedia.org/wikipedia/commons/2/25/Map_marker_icon_%E2%80%93_Nicolas_Mollet_%E2%80%93_Theft_%E2%80%93_Events_%E2%80%93_Simple.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
stemming	词干	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Stem_morphology_type_rhizome.png/250px-Stem_morphology_type_rhizome.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
step	步骤	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Ten_thru_Seventeen_Step_by_Step_Orthographic_Auxillary_Projection.png/250px-Ten_thru_Seventeen_Step_by_Step_Orthographic_Auxillary_Projection.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
steps	步骤	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Gillys_Steps%2C_Scarborough_-_geograph.org.uk_-_646213.jpg/250px-Gillys_Steps%2C_Scarborough_-_geograph.org.uk_-_646213.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stewardship	管理	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/Countryside_Stewardship_Scheme_sign_-_geograph.org.uk_-_726323.jpg/250px-Countryside_Stewardship_Scheme_sign_-_geograph.org.uk_-_726323.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stick	坚持	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/Walking_stick_made_with_bamboo_cane.jpg/60px-Walking_stick_made_with_bamboo_cane.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stickers	贴纸	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/Stickers-hb2.jpg/250px-Stickers-hb2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
still	仍	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/Still_life_with_red_wine.jpg/250px-Still_life_with_red_wine.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stipends	津贴	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Hund_2016_Nordheide_2.png/250px-Hund_2016_Nordheide_2.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stock	库存	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/Stock_mill.jpg/120px-Stock_mill.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stolen	被盗	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Bette_davis_a_stolen_life.jpg/250px-Bette_davis_a_stolen_life.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stop	停止	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Bus_stop_at_the_top_of_Idsworth_Road_-_geograph.org.uk_-_856460.jpg/250px-Bus_stop_at_the_top_of_Idsworth_Road_-_geograph.org.uk_-_856460.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stops	停止	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/Bus_stops%2C_Donaghadee_-_geograph.org.uk_-_1802543.jpg/250px-Bus_stops%2C_Donaghadee_-_geograph.org.uk_-_1802543.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
storage	存储	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/Potato_Storage_-_geograph.org.uk_-_578775.jpg/250px-Potato_Storage_-_geograph.org.uk_-_578775.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
store	存储	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/Department_store%2C_Harrow_-_geograph.org.uk_-_99134.jpg/250px-Department_store%2C_Harrow_-_geograph.org.uk_-_99134.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stored	已存储	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/Department_store%2C_Harrow_-_geograph.org.uk_-_99134.jpg/250px-Department_store%2C_Harrow_-_geograph.org.uk_-_99134.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stores	存储	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/Mundesley_Stores_-_geograph.org.uk_-_969814.jpg/250px-Mundesley_Stores_-_geograph.org.uk_-_969814.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stories	故事	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/Amazing_stories_192809.jpg/250px-Amazing_stories_192809.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
story	故事	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/WYMap-doton-Story.PNG/250px-WYMap-doton-Story.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
strategic	战略	
strategy	战略	https://upload.wikimedia.org/wikipedia/commons/7/77/Fig7_Strategy_archetypes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
streaming	流式	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/Streaming_westwards_-_geograph.org.uk_-_745750.jpg/250px-Streaming_westwards_-_geograph.org.uk_-_745750.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
street	街道	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Holy_Trinity_church_Street.jpg/250px-Holy_Trinity_church_Street.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stress	压力	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/ColestStress.jpg/250px-ColestStress.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stretching	拉伸	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Stretching_a_lobe_piercing.jpg/120px-Stretching_a_lobe_piercing.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stricter	更严格	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5f/Sonnet_3_1609.jpg/250px-Sonnet_3_1609.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
strictly	严格地	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/David_Alvin_Hardly_Strictly_Bluegrass_Festival_San_Francisco_CA_October_2007.jpg/250px-David_Alvin_Hardly_Strictly_Bluegrass_Festival_San_Francisco_CA_October_2007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
strike	打击	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/University_of_California_labour_strike_07.jpg/250px-University_of_California_labour_strike_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
strings	字符串	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Strings_on_stage.jpg/250px-Strings_on_stage.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
strong	强	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/ARMap-doton-Strong.png/250px-ARMap-doton-Strong.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
stronger	更强	
strongly	强烈地	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/ARMap-doton-Strong.png/250px-ARMap-doton-Strong.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
structure	结构	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/WP_structure.png/250px-WP_structure.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
structured	结构化	https://upload.wikimedia.org/wikipedia/commons/9/9d/Game_piece_MET_11.151.306-AC-2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
structures	结构	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/75th_Ranger_Regiment.png/120px-75th_Ranger_Regiment.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
struggle	挣扎	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/The_Struggle_Continues.jpg/250px-The_Struggle_Continues.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
student	学生	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Estonian_student_soldier2.jpg/120px-Estonian_student_soldier2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
students	学生	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Alice_Morgan_Wright_%28seated_third_from_left%29_with_other_students_and_models_in_art_class.jpg/250px-Alice_Morgan_Wright_%28seated_third_from_left%29_with_other_students_and_models_in_art_class.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
studies	研究	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/Dean_Field_Studies_Centre_-_geograph.org.uk_-_810153.jpg/250px-Dean_Field_Studies_Centre_-_geograph.org.uk_-_810153.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
study	学习	https://upload.wikimedia.org/wikipedia/commons/6/67/SH_STUDY-10.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
studying	学习	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Learning_Cyrcle.jpg/250px-Learning_Cyrcle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
style	风格	
styles	风格	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/AJ_Styles_at_TNA_show.jpg/250px-AJ_Styles_at_TNA_show.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
subject	主题	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/Pachelbel-fugue-subject-gmin.png/250px-Pachelbel-fugue-subject-gmin.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
subledgers	子分类账	
subprocessors	子处理者	
subscriptions	订阅	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/World_Bank_mobile_subscriptions_per_100_-_Asia.png/120px-World_Bank_mobile_subscriptions_per_100_-_Asia.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
subtle	微妙	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/SUBTLE_S.jpg/250px-SUBTLE_S.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
succeed	成功	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/HMAS_Success_%28AWM_H12466%29.jpg/250px-HMAS_Success_%28AWM_H12466%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
succeeds	成功	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Codex_Selden_-_Lord_1_Rain_succeeds_as_king_of_Jaltepec_and_marries_Lady_2_Alligator.png/250px-Codex_Selden_-_Lord_1_Rain_succeeds_as_king_of_Jaltepec_and_marries_Lady_2_Alligator.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
success	成功	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/ARMap-doton-Success.png/250px-ARMap-doton-Success.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
successful	成功	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/Yes-R_2015.jpg/120px-Yes-R_2015.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
such	这样	
suffice	足够	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Quicksort_example_small.png/120px-Quicksort_example_small.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
sugar	糖	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/The_Soviet_Union_1964_CPA_3067_stamp_%28Agricultural_Crops_of_the_USSR._Sugar_beet_or_white_beet_%28Beta_vulgaris_subsp._vulgaris%29%29_small_resolution_2.jpg/250px-The_Soviet_Union_1964_CPA_3067_stamp_%28Agricultural_Crops_of_the_USSR._Sugar_beet_or_white_beet_%28Beta_vulgaris_subsp._vulgaris%29%29_small_resolution_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suggest	建议	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/ODP-suggest-dataset-ga.png/250px-ODP-suggest-dataset-ga.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suggestions	建议	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/EN_Suggestions_mode.png/120px-EN_Suggestions_mode.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suite	套件	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/Malani_Igneous_Suite_Jodhpur_near_Mehrangarh_Fort.jpg/250px-Malani_Igneous_Suite_Jodhpur_near_Mehrangarh_Fort.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
summaries	摘要	https://upload.wikimedia.org/wikipedia/commons/9/9e/Abkhazia_summary_map.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
summarize	总结	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/Geneva_mechanism_6spoke_animation.gif/250px-Geneva_mechanism_6spoke_animation.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
summary	摘要	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/George_Floyd_protests_in_New_Jersey_summary_map.png/120px-George_Floyd_protests_in_New_Jersey_summary_map.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
sunset	停用	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Orona_Sunset_AKK.jpg/250px-Orona_Sunset_AKK.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
supplier	供应商	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/Street_vendor_in_Hyderabad%2C_India.JPG/250px-Street_vendor_in_Hyderabad%2C_India.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
supply	供应	
support	支持	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/460th_Operations_Support_Squadron.png/250px-460th_Operations_Support_Squadron.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
supports	支持	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Motorway_bridge_supports_-_geograph.org.uk_-_594159.jpg/250px-Motorway_bridge_supports_-_geograph.org.uk_-_594159.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suppress	抑制	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/Suppress_counterrevolutionaries%281951%29.jpg/250px-Suppress_counterrevolutionaries%281951%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suppressed	已抑制	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/Zero_Suppressed_BDD.png/120px-Zero_Suppressed_BDD.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suppression	抑制	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/Eddy_Current_Suppression_Ring_2.jpg/250px-Eddy_Current_Suppression_Ring_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
